review_content,review_rating,raw_cutting_performance,overall_cutting_performance,cutting_performance_opinion,cutting_performance,raw_ease_of_use,overall_ease_of_use,ease_of_use_opinion,ease_of_use,raw_durability,overall_durability,durability_opinion,durability,raw_engine_power,overall_engine_power,engine_power_opinion,engine_power,raw_maneuverability,overall_maneuverability,maneuverability_opinion,maneuverability
"Beware if you have any small incline .: [This review was collected as part of a promotion.] Nice little mower, but if you have any small incline on your yard you will be pushing this mower instead of it pulling it self. I had an old Troy Built 21"" with a 190 engine. I should had bought a lawn mover with at lease that . this small engine just can not handle a small incline . I took this mower back, and got the 22"" toro instead.[Rating - 2/5]",2,"1. The overall review is NEGATIVE.
2. The reviewer talks about how the small engine of the mower cannot handle a small incline on the yard.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,The reviewer talks about how the small engine of the mower cannot handle a small incline on the yard.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer talks about how the lawn mower struggles on small inclines and needs to be pushed instead of self-propelling.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer talks about how the lawn mower struggles on small inclines and needs to be pushed instead of self-propelling.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the small engine of the mower cannot handle a small incline.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the small engine of the mower cannot handle a small incline.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer talks about how the small engine of the mower cannot handle a small incline on the yard.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,The reviewer talks about how the small engine of the mower cannot handle a small incline on the yard.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer talks about how the mower struggles on small inclines in the yard.
3. The reviewer's opinion on maneuverability is NEGATIVE.",NEGATIVE,The reviewer talks about how the mower struggles on small inclines in the yard.,NEGATIVE
Clean cutting: [This review was collected as part of a promotion.] Great mower for the price. Starts easily and once we fixed the self propelled it works great.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about the cutting_performance being clean and effective.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,The reviewer talks about the cutting_performance being clean and effective.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower starts easily and once they fixed the self-propelled feature, it works great.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the mower starts easily and once they fixed the self-propelled feature, it works great.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is great for the price and works well once the self propelled feature is fixed.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer mentions that the mower is great for the price and works well once the self propelled feature is fixed.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower starts easily and works great once they fixed the self propelled feature.
3. The reviewer's opinion on the engine_power is POSITIVE",POSITIVE,The reviewer mentions that the mower starts easily and works great once they fixed the self propelled feature.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower works great once they fixed the self propelled feature.
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the mower works great once they fixed the self propelled feature.,NOT MENTIONED
"Good mower.: A very good mower so far, have mowed lawn 3 times. It has a good self-propel, and starts very easily. 5 stars[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower has a good self-propel and starts very easily.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower has a good self-propel and starts very easily.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the self-propel feature and how the mower starts very easily.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer talks about the self-propel feature and how the mower starts very easily.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower is ""very good"" and has been used to mow the lawn 3 times.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the mower is ""very good"" and has been used to mow the lawn 3 times.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower has a good self-propel and starts very easily.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the mower has a good self-propel and starts very easily.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower has a good self-propel and starts very easily.
3. The reviewer's opinion on maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the mower has a good self-propel and starts very easily.,POSITIVE
"Best mower in years: [This review was collected as part of a promotion.] The easiest mower to put together. To start is no problem at all, one pull and it goes with no hesitation. Highly recommend and will purchase again when it dies.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is easy to start and goes with no hesitation.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower is easy to start and goes with no hesitation.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about how easy the mower is to put together and start.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer talks about how easy the mower is to put together and start.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is easy to put together and starts with no hesitation.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the mower is easy to put together and starts with no hesitation.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is easy to start with no hesitation.
3. Sentiment on engine_power is POSITIVE",POSITIVE,The reviewer mentions that the mower is easy to start with no hesitation.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
Best of breed: [This review was collected as part of a promotion.] Strong motor easy and good handling. Great performance on mid sized yard[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about the strong motor, easy handling, and great performance on a mid-sized yard.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,"The reviewer talks about the strong motor, easy handling, and great performance on a mid-sized yard.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower has a strong motor, easy handling, and great performance on a mid-sized yard.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower has a strong motor, easy handling, and great performance on a mid-sized yard.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer talks about the strong motor and good handling of the lawn mower.
3. Sentiment on engine_power is POSITIVE",POSITIVE,The reviewer talks about the strong motor and good handling of the lawn mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower has good handling.
3. Sentiment on maneuverability is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower has good handling.,POSITIVE
"It works but only used it Twice so far: I have a small yard so bought a smaller lawnmower, it works but I probably should’ve bought regular size. Bag gets full fast and to be honest I thing I should have kept my old lawnmower it was bigger and better. But I move to a new house with a smaller yard.[Rating - 3/5]",3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawnmower works but they feel they should have bought a regular size instead of a smaller one.
3. The reviewer's opinion on the cutting_performance is NEGATIVE as they feel the bag gets full fast and they believe their old lawnmower was bigger and better.",NEGATIVE,The reviewer mentions that the lawnmower works but they feel they should have bought a regular size instead of a smaller one.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the bag gets full fast and that they probably should have bought a regular size lawnmower.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the bag gets full fast and that they probably should have bought a regular size lawnmower.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the bag gets full fast and that they think they should have kept their old lawnmower because it was bigger and better.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the bag gets full fast and that they think they should have kept their old lawnmower because it was bigger and better.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the smaller lawnmower works but they feel they should have bought a regular size.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the smaller lawnmower works but they feel they should have bought a regular size.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the bag gets full fast and that they should have bought a regular size lawnmower.
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the bag gets full fast and that they should have bought a regular size lawnmower.,NOT MENTIONED
Excellent Choice: [This review was collected as part of a promotion.] Good mower for smaller lawns and cutting in. Excellent price[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is good for smaller lawns and cutting in.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower is good for smaller lawns and cutting in.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is good for smaller lawns and cutting in.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is good for smaller lawns and cutting in.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Since the reviewer does not mention durability, the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention engine_power in the review.
3. Sentiment on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention engine_power in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is good for smaller lawns and cutting in.
3. The reviewer's opinion on maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the mower is good for smaller lawns and cutting in.,POSITIVE
"Model 21321: It's not a walk-behind mower.  It's a run-behind mower.  Ground speed is too fast, and adjusting ground speed according to directions produces two results:  too fast and not at all.  I wish I had my old mower back![Rating - 2/5]",2,"1. The overall review is NEGATIVE
2. The reviewer mentions that the ground speed of the mower is too fast and adjusting it according to directions does not produce the desired results.
3. The reviewer's opinion on the cutting_performance is NEGATIVE",NEGATIVE,The reviewer mentions that the ground speed of the mower is too fast and adjusting it according to directions does not produce the desired results.,NEGATIVE,"1. The sentiment of the overall review is NEGATIVE.
2. The reviewer mentions that the ground speed is too fast and adjusting it according to directions produces unsatisfactory results.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the ground speed is too fast and adjusting it according to directions produces unsatisfactory results.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the ground speed is too fast and adjusting it according to directions produces unsatisfactory results.
3. The reviewer's opinion on durability is NOT MENTIONED",NEGATIVE,The reviewer mentions that the ground speed is too fast and adjusting it according to directions produces unsatisfactory results.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the ground speed of the mower is too fast and adjusting it according to directions does not produce the desired results.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,The reviewer mentions that the ground speed of the mower is too fast and adjusting it according to directions does not produce the desired results.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the ground speed of the mower is too fast and adjusting it according to directions does not produce the desired results.
3. The reviewer's opinion on maneuverability is NEGATIVE.",NEGATIVE,The reviewer mentions that the ground speed of the mower is too fast and adjusting it according to directions does not produce the desired results.,NEGATIVE
"Toro: [This review was collected as part of a promotion.] Easy start, and easy to push with self propel. Unsure yet how i feel about it being rear wheel[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to start and easy to push with self propel.
3. The reviewer does not mention their opinion on the cutting_performance specifically.",,,,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower is easy to start and easy to push with self-propel.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is easy to start and easy to push with self-propel.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the ease of start and push with self propel feature.
3. The reviewer does not mention their opinion on the durability.",,,,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to start and easy to push with self propel.
3. The reviewer does not mention their opinion on the engine_power specifically.",,,,"1. The overall review is POSITIVE
2. The reviewer talks about the ease of pushing the lawn mower with self propel.
3. The reviewer's opinion on the maneuverability is POSITIVE",POSITIVE,The reviewer talks about the ease of pushing the lawn mower with self propel.,POSITIVE
OK to have great expectations!: [This review was collected as part of a promotion.] I bought this to replace a tank of a mower that I had been using for 10-15 years. The handle on it broke. This mower has been nothing short of extraordinary. It works very well. I can’t believe how good the grass gets mulched. It’s also nice and light compared to the John Deere I had. I enjoy cutting my grass again![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about how the grass gets mulched very well.
3. Sentiment on cutting_performance is POSITIVE",POSITIVE,The reviewer talks about how the grass gets mulched very well.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is nice and light compared to their previous one, and they enjoy cutting their grass again.
3. Sentiment on ease_of_use is POSITIVE",POSITIVE,"The reviewer mentions that the mower is nice and light compared to their previous one, and they enjoy cutting their grass again.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they had been using a previous mower for 10-15 years before the handle broke, indicating that they expect durability from their lawn mower.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that they had been using a previous mower for 10-15 years before the handle broke, indicating that they expect durability from their lawn mower.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention engine_power in the review.
3. Since the reviewer does not mention engine_power, the sentiment on engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention engine_power in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is nice and light compared to the John Deere they had.
3. Sentiment on maneuverability is POSITIVE",POSITIVE,The reviewer mentions that the mower is nice and light compared to the John Deere they had.,POSITIVE
"Long live Toro!: [This review was collected as part of a promotion.] I have owned  the ""Lawn Boy product for 40 + years and When I found out Toro  absorb that brand I immediately decided to replace my Lawn Boy with my current Toro 21 inch.  The only differnce between the two is the color, Red vs Green![Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer talks about replacing their Lawn Boy with a Toro 21 inch mower.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer talks about replacing their Lawn Boy with a Toro 21 inch mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they have owned a Lawn Boy product for over 40 years and decided to replace it with a Toro 21 inch mower.
3. Sentiment on ease_of_use is POSITIVE",POSITIVE,The reviewer mentions that they have owned a Lawn Boy product for over 40 years and decided to replace it with a Toro 21 inch mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about owning the Lawn Boy product for 40+ years and deciding to replace it with a Toro 21 inch.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer talks about owning the Lawn Boy product for 40+ years and deciding to replace it with a Toro 21 inch.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
"Recommend buy.: [This review was collected as part of a promotion.] Used twice since purchase.  Started on first pull, nice cut and easy to maneuver.  Bag is too small for my yard.  Without bag and just mulching the mower gives a nice, neat, clean cut.  Like the guarantee to start for two years;  big improvement over current mower.   Note to taller consumers:  the handle can be adjusted to accommodate your taller posture and to avoid back discomfort.  The mower is light enough for my wife to use; I hope.   Reco...[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower gives a nice, neat, clean cut when mulching and is easy to maneuver.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,"The reviewer mentions that the mower gives a nice, neat, clean cut when mulching and is easy to maneuver.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the ease of use by mentioning that the mower started on the first pull, has a nice cut, is easy to maneuver, and can be adjusted for taller consumers.
3. The reviewer's opinion on the ease of use is POSITIVE.",POSITIVE,"The reviewer talks about the ease of use by mentioning that the mower started on the first pull, has a nice cut, is easy to maneuver, and can be adjusted for taller consumers.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower started on the first pull, has a nice cut, and is easy to maneuver. They also mention that the handle can be adjusted for taller consumers to avoid back discomfort.
3. The reviewer's opinion on durability is POSITIVE, as they mention that the mower is a big improvement over their current one and they like the guarantee to start for two years.",POSITIVE,"The reviewer mentions that the mower started on the first pull, has a nice cut, and is easy to maneuver. They also mention that the handle can be adjusted for taller consumers to avoid back discomfort.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower started on the first pull, has a nice cut, and is easy to maneuver.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,"The reviewer mentions that the mower started on the first pull, has a nice cut, and is easy to maneuver.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to maneuver.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is easy to maneuver.,POSITIVE
"Excellent option for great price: [This review was collected as part of a promotion.] The 140cc B&S motor starts easily and reliably. The mower is able to chew through thick grass under its own propulsion without bogging down much. The mulching ability is capable of returning the lawn without significant dead grass laying by. I’m really happy with this solid little gas-powered mower. Also - the rear wheel drive is better than front wheel in my opinion. If you’re considering this mower for your suburban lot, you won’t be disappoi...[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about how the mower is able to chew through thick grass under its own propulsion without bogging down much and how the mulching ability is capable of returning the lawn without significant dead grass laying by.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,The reviewer talks about how the mower is able to chew through thick grass under its own propulsion without bogging down much and how the mulching ability is capable of returning the lawn without significant dead grass laying by.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about how the 140cc B&S motor starts easily and reliably, the mower is able to chew through thick grass under its own propulsion without bogging down much, and the mulching ability is capable of returning the lawn without significant dead grass laying by.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,"The reviewer talks about how the 140cc B&S motor starts easily and reliably, the mower is able to chew through thick grass under its own propulsion without bogging down much, and the mulching ability is capable of returning the lawn without significant dead grass laying by.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is solid and capable of chewing through thick grass without bogging down much.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions that the mower is solid and capable of chewing through thick grass without bogging down much.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the 140cc B&S motor starting easily and reliably, and being able to chew through thick grass without bogging down much.
3. The reviewer's opinion on the engine_power is POSITIVE",POSITIVE,"The reviewer talks about the 140cc B&S motor starting easily and reliably, and being able to chew through thick grass without bogging down much.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability in the review.
3. Since maneuverability is not mentioned, the sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
"Great product: [This review was collected as part of a promotion.] Wish the bag was a bit bigger, overall great product though![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the product is great, but wishes the bag was a bit bigger.
3. The reviewer does not specifically mention the cutting_performance, so it is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the product is great, but wishes the bag was a bit bigger.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they wish the bag was a bit bigger.
3. The reviewer's opinion on the ease_of_use is NOT MENTIONED.",POSITIVE,The reviewer mentions that they wish the bag was a bit bigger.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they wish the bag was a bit bigger, but overall they think it is a great product.
3. The reviewer does not specifically mention the durability of the product, so the sentiment on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that they wish the bag was a bit bigger, but overall they think it is a great product.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they wish the bag was a bit bigger, but overall they think it is a great product.
3. The reviewer does not mention anything specific about maneuverability, so it is NOT MENTIONED.",POSITIVE,"The reviewer mentions that they wish the bag was a bit bigger, but overall they think it is a great product.",NOT MENTIONED
"Toro 21: [This review was collected as part of a promotion.] This mower works great once the self-propelled feature started working correctly. I think the belt may have been too tight from the factory. It does crank on the first pull.
I like it!![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower works great once the self-propelled feature started working correctly and that the mower cranks on the first pull.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,The reviewer mentions that the mower works great once the self-propelled feature started working correctly and that the mower cranks on the first pull.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled feature started working correctly after some initial issues with the belt being too tight.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the self-propelled feature started working correctly after some initial issues with the belt being too tight.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled feature started working correctly after some initial issues with the belt being too tight.
3. The reviewer's opinion on durability is POSITIVE, as they mention that the mower works great once the issue was resolved and that it cranks on the first pull.",POSITIVE,The reviewer mentions that the self-propelled feature started working correctly after some initial issues with the belt being too tight.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower works great once the self-propelled feature started working correctly and that it cranks on the first pull.
3. The reviewer's opinion on engine_power is POSITIVE",POSITIVE,The reviewer mentions that the mower works great once the self-propelled feature started working correctly and that it cranks on the first pull.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower works great once the self-propelled feature started working correctly.
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the mower works great once the self-propelled feature started working correctly.,NOT MENTIONED
"Long Lasting Lawnmower: [This review was collected as part of a promotion.] This is one amazing lawn mower. It’s gets the job done super fast. Has different levels of cuts , and an option for mulching or bagging. The tank of gas filled up last us 6 times. So on average that’s about 3 months. We LOVE it.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about how the lawnmower gets the job done super fast, has different levels of cuts, and options for mulching or bagging.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,"The reviewer talks about how the lawnmower gets the job done super fast, has different levels of cuts, and options for mulching or bagging.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about how the lawn mower gets the job done super fast, has different levels of cuts, an option for mulching or bagging, and the tank of gas lasts a long time.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,"The reviewer talks about how the lawn mower gets the job done super fast, has different levels of cuts, an option for mulching or bagging, and the tank of gas lasts a long time.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawnmower is ""amazing"" and ""gets the job done super fast."" They also mention that the tank of gas lasts them about 3 months on average.
3. The reviewer's opinion on durability is POSITIVE. They mention that the lawnmower is long-lasting and efficient, indicating that it is durable.",POSITIVE,"The reviewer mentions that the lawnmower is ""amazing"" and ""gets the job done super fast."" They also mention that the tank of gas lasts them about 3 months on average.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the efficiency and performance of the engine in powering the lawn mower for efficient cutting.
3. The reviewer's opinion on the engine_power is POSITIVE",POSITIVE,The reviewer talks about the efficiency and performance of the engine in powering the lawn mower for efficient cutting.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower gets the job done super fast and has different levels of cuts, as well as an option for mulching or bagging.
3. The reviewer's opinion on maneuverability is POSITIVE as they mention that the lawn mower gets the job done super fast, indicating that it is easy to navigate around obstacles and tight spaces in the yard.",POSITIVE,"The reviewer mentions that the lawn mower gets the job done super fast and has different levels of cuts, as well as an option for mulching or bagging.",POSITIVE
"Wirth the money: [This review was collected as part of a promotion.] This was a purchase to replace an older miwer.   Took no time to set up. And once oil was in, as stated. 1 pull start. Mows great.  Not used to a propelled miwer so had to kind of practice.  But speed is adjustable. With shute i got for free when registering. It came well faster than indicated.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower ""Mows great.""
3. Sentiment on cutting_performance is POSITIVE",POSITIVE,"The reviewer mentions that the lawn mower ""Mows great.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower was easy to set up, had a one-pull start, and mowed great. They also mention that they had to practice using the propelled mower but found the speed adjustable.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,"The reviewer mentions that the lawn mower was easy to set up, had a one-pull start, and mowed great. They also mention that they had to practice using the propelled mower but found the speed adjustable.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower mows great and that it came well faster than indicated.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower mows great and that it came well faster than indicated.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower has a strong engine that allows for efficient cutting.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower has a strong engine that allows for efficient cutting.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they had to practice using the propelled mower and that the speed is adjustable.
3. The reviewer's opinion on maneuverability is NEUTRAL",POSITIVE,The reviewer mentions that they had to practice using the propelled mower and that the speed is adjustable.,NEUTRAL
Timothy: [This review was collected as part of a promotion.] Purchase 21 in. (53cm) Recycler® Self-Propel Gas Lawn Mower. Great Lawn mower! No need to hire a gardener.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is great and there is no need to hire a gardener.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is great and there is no need to hire a gardener.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower is great and there is no need to hire a gardener.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is great and there is no need to hire a gardener.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower is great and there is no need to hire a gardener.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is great and there is no need to hire a gardener.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention engine_power.
3. Sentiment on engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
