review_content,review_rating,raw_cutting_performance,overall_cutting_performance,cutting_performance_opinion,cutting_performance,raw_ease_of_use,overall_ease_of_use,ease_of_use_opinion,ease_of_use,raw_durability,overall_durability,durability_opinion,durability,raw_engine_power,overall_engine_power,engine_power_opinion,engine_power,raw_maneuverability,overall_maneuverability,maneuverability_opinion,maneuverability
The best mower for the money: [This review was collected as part of a promotion.] The Toro lawnmower is a very good mower. It is worth the money I paid for it and I am completely satisfied with its performance.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the Toro lawnmower is a very good mower.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the Toro lawnmower is a very good mower.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Toro lawnmower is a very good mower.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the Toro lawnmower is a very good mower.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Toro lawnmower is a very good mower.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions that the Toro lawnmower is a very good mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention engine_power in the review.
3. Sentiment on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention engine_power in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
"Love my Toro: [This review was collected as part of a promotion.] Tried electric, went back to gas! Great decision Great mower! I just wish the bag was a little bigger. I have to empty it quite often.[Rating - 4/5]",4,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower is great and that they made a great decision going back to gas.
3. The reviewer does not specifically mention the cutting_performance, so the sentiment on cutting_performance is NOT MENTIONED.",POSITIVE,The reviewer mentions that the mower is great and that they made a great decision going back to gas.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they tried electric but went back to gas, indicating that they found the Toro mower easier to use than an electric mower.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that they tried electric but went back to gas, indicating that they found the Toro mower easier to use than an electric mower.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they tried electric but went back to gas, indicating that they have used the mower for a while.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,"The reviewer mentions that they tried electric but went back to gas, indicating that they have used the mower for a while.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they tried electric but went back to gas, indicating that the engine_power of the gas mower is preferred by the reviewer.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,"The reviewer mentions that they tried electric but went back to gas, indicating that the engine_power of the gas mower is preferred by the reviewer.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
Homeowner: [This review was collected as part of a promotion.] I love this lawnmower! The self propelled is awesome! I wish it was a better way to dump the bag without the grass falling out. I’m[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the lawnmower and find the self propelled feature awesome.
3. The reviewer does not specifically mention the cutting_performance, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that they love the lawnmower and find the self propelled feature awesome.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love the lawnmower and specifically highlight the self-propelled feature.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that they love the lawnmower and specifically highlight the self-propelled feature.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love the lawnmower and find the self-propelled feature awesome.
3. The reviewer does not specifically mention the durability of the lawnmower, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they love the lawnmower and find the self-propelled feature awesome.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention engine_power.
3. The sentiment on engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love the lawnmower and specifically praises the self-propelled feature.
3. The reviewer does not mention maneuverability specifically, so the sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they love the lawnmower and specifically praises the self-propelled feature.,NOT MENTIONED
Great Lawnmower: [This review was collected as part of a promotion.] This mower replaces a Scott’s brand mower.  My Toro starts much easier (usually on the first pull) and is lighter making it easier to maneuver.[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer talks about how the Toro lawnmower starts much easier and is lighter, making it easier to maneuver.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,"The reviewer talks about how the Toro lawnmower starts much easier and is lighter, making it easier to maneuver.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Toro lawnmower starts much easier (usually on the first pull) and is lighter, making it easier to maneuver.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the Toro lawnmower starts much easier (usually on the first pull) and is lighter, making it easier to maneuver.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Toro lawnmower is lighter and starts much easier compared to their previous Scott's brand mower.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the Toro lawnmower is lighter and starts much easier compared to their previous Scott's brand mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Toro lawnmower starts much easier and is lighter compared to their previous Scott's brand mower.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the Toro lawnmower starts much easier and is lighter compared to their previous Scott's brand mower.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Toro lawnmower is lighter, making it easier to maneuver.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,"The reviewer mentions that the Toro lawnmower is lighter, making it easier to maneuver.",POSITIVE
"Very happy: [This review was collected as part of a promotion.] I love this mower, no problems with it at all. I have a very uneven lawn with small higher spots, couldn't did it with out this mower.[Rating - 5/5]",5,"1. The overall review is POSITIVE.
2. The reviewer talks about how the mower is able to handle their uneven lawn with small higher spots.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer talks about how the mower is able to handle their uneven lawn with small higher spots.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love the mower and have had no problems with it. They also mention that they have a very uneven lawn with small higher spots.
3. The reviewer's opinion on the ease_of_use is POSITIVE. They specifically mention that they couldn't have done it without this mower, indicating that it is user-friendly and convenient to operate.",POSITIVE,The reviewer mentions that they love the mower and have had no problems with it. They also mention that they have a very uneven lawn with small higher spots.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the mower and have had no problems with it.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions that they love the mower and have had no problems with it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention engine_power in the review.
3. The reviewer's opinion on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention engine_power in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they have a very uneven lawn with small higher spots.
3. The reviewer's opinion on maneuverability is POSITIVE, as they state that they couldn't have done it without this mower, indicating that it was able to navigate around obstacles and tight spaces effectively.",POSITIVE,The reviewer mentions that they have a very uneven lawn with small higher spots.,POSITIVE
Great mower!: [This review was collected as part of a promotion.] Starts easy and cuts great! Love that I don’t have to change the oil just buy the top it off oil and air filter s couple times a season![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about how the mower starts easy and cuts great.
3. Sentiment on cutting_performance is POSITIVE",POSITIVE,The reviewer talks about how the mower starts easy and cuts great.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower starts easy and cuts great, and they love that they don't have to change the oil, just top it off a couple times a season.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the mower starts easy and cuts great, and they love that they don't have to change the oil, just top it off a couple times a season.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower starts easy, cuts great, and they love that they don't have to change the oil, just top it off a couple times a season.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the mower starts easy, cuts great, and they love that they don't have to change the oil, just top it off a couple times a season.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the ease of starting and great cutting performance of the mower.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer talks about the ease of starting and great cutting performance of the mower.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
Nice mower: [This review was collected as part of a promotion.] Really like the mower! Great self propel. Cuts great. It can be a little difficult to maneuver in reverse. Still waiting for the rear discharge that comes from registering.[Rating - 4/5],4,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower cuts great.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower cuts great.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower has a great self propel and cuts great, but can be a little difficult to maneuver in reverse.
3. Sentiment on ease_of_use is NEUTRAL",POSITIVE,"The reviewer mentions that the mower has a great self propel and cuts great, but can be a little difficult to maneuver in reverse.",NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower has great self propel and cuts great.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the mower has great self propel and cuts great.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower can be a little difficult to maneuver in reverse.
3. The reviewer's opinion on maneuverability is NEGATIVE.",POSITIVE,The reviewer mentions that the mower can be a little difficult to maneuver in reverse.,NEGATIVE
"Fair.: [This review was collected as part of a promotion.] Nice Unit.   Does not always start first pull but nit taking back or repair shop.    ITS GRASS SEASON. 
Weird noise when you release propel and back pull mower.[Rating - 3/5]",3,"1. The overall review is NEUTRAL
2. The reviewer mentions that the mower does not always start on the first pull and makes a weird noise when releasing the propel and pulling the mower back.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED",NEUTRAL,The reviewer mentions that the mower does not always start on the first pull and makes a weird noise when releasing the propel and pulling the mower back.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that the lawn mower does not always start on the first pull and makes a weird noise when releasing the propel and pulling the mower back.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEUTRAL,The reviewer mentions that the lawn mower does not always start on the first pull and makes a weird noise when releasing the propel and pulling the mower back.,NEGATIVE,"1. The overall review is NEUTRAL
2. The reviewer mentions that the lawn mower does not always start on the first pull and makes a weird noise when releasing the propel and pulling the mower back.
3. The reviewer's opinion on durability is NOT MENTIONED",NEUTRAL,The reviewer mentions that the lawn mower does not always start on the first pull and makes a weird noise when releasing the propel and pulling the mower back.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer mentions that the mower does not always start on the first pull and makes a weird noise when releasing the propel and pulling the mower back.
3. The reviewer's opinion on engine_power is NOT MENTIONED",NEUTRAL,The reviewer mentions that the mower does not always start on the first pull and makes a weird noise when releasing the propel and pulling the mower back.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that there is a weird noise when releasing the propel and pulling the mower back.
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",NEUTRAL,The reviewer mentions that there is a weird noise when releasing the propel and pulling the mower back.,NOT MENTIONED
"Toro lawnmower.: [This review was collected as part of a promotion.] So far it is a good product. Cuts the grass well. Self propelled handles well. Only one thing, wish the handle was a little higher, but will work around that.[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer talks about how the lawnmower cuts the grass well.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,The reviewer talks about how the lawnmower cuts the grass well.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawnmower cuts the grass well and that the self-propelled feature handles well.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the lawnmower cuts the grass well and that the self-propelled feature handles well.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the self-propelled feature handles well.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the self-propelled feature handles well.,POSITIVE
Pull and go: [This review was collected as part of a promotion.] Easy to assemble and started right up. You need to include in your directions that you put the whole container of oil  in the machine which will give you the exact amount you need.[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to assemble and started right up.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED.",POSITIVE,The reviewer mentions that the lawn mower is easy to assemble and started right up.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower is easy to assemble and started right up.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is easy to assemble and started right up.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to assemble and started right up.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer mentions that the lawn mower is easy to assemble and started right up.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to assemble and started right up.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer mentions that the lawn mower is easy to assemble and started right up.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
great: [This review was collected as part of a promotion.] I bought this mower a couple weeks ago and my husband said it's the best mower he ever owned. He has back issues and the self propel is awesome for him[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the self propel feature of the mower is awesome for their husband who has back issues.
3. Sentiment on cutting_performance is POSITIVE",POSITIVE,The reviewer mentions that the self propel feature of the mower is awesome for their husband who has back issues.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about how the self propel feature of the lawn mower is awesome for their husband who has back issues.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer talks about how the self propel feature of the lawn mower is awesome for their husband who has back issues.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower was bought a couple of weeks ago and that the husband said it's the best mower he ever owned.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions that the mower was bought a couple of weeks ago and that the husband said it's the best mower he ever owned.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the self propel feature of the mower is awesome for their husband who has back issues.
3. The reviewer's opinion on the engine_power is NOT MENTIONED",POSITIVE,The reviewer mentions that the self propel feature of the mower is awesome for their husband who has back issues.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the self propel feature of the mower is awesome for their husband who has back issues.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the self propel feature of the mower is awesome for their husband who has back issues.,POSITIVE
"Power is great.: [This review was collected as part of a promotion.] I bought today was the=first grass cutting here in Hurricane WV.  SEEMED TO DO GREAT REALLY LIKED the height adjustment.  Used the bagger and mulched.  Never owned a Toro before.  Well p,eased.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the height adjustment and using the bagger and mulching feature.
3. Sentiment on cutting_performance is POSITIVE",POSITIVE,The reviewer talks about the height adjustment and using the bagger and mulching feature.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the height adjustment and using the bagger and mulching feature.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,The reviewer talks about the height adjustment and using the bagger and mulching feature.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower ""SEEMED TO DO GREAT"" and ""REALLY LIKED the height adjustment.""
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower ""SEEMED TO DO GREAT"" and ""REALLY LIKED the height adjustment.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the power of the lawn mower, mentioning that it ""SEEMED TO DO GREAT"" and that they ""REALLY LIKED the height adjustment.""
3. Sentiment on engine_power is POSITIVE",POSITIVE,"The reviewer talks about the power of the lawn mower, mentioning that it ""SEEMED TO DO GREAT"" and that they ""REALLY LIKED the height adjustment.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the height adjustment and using the bagger and mulching feature.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer mentions the height adjustment and using the bagger and mulching feature.,NOT MENTIONED
Lowes carries top quality products..: Always good service..[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention cutting_performance
3. Sentiment on cutting_performance is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention cutting_performance,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention ease_of_use.
3. The sentiment on ease_of_use is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention ease_of_use.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention anything about the engine_power.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention anything about the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention anything about maneuverability.
3. The sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about maneuverability.,NOT MENTIONED
Self propel can be faster than expected.: It is a great mower.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the self propel feature can be faster than expected.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED.",POSITIVE,The reviewer mentions that the self propel feature can be faster than expected.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the self propel feature can be faster than expected.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the self propel feature can be faster than expected.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NEUTRAL",POSITIVE,The reviewer does not specifically mention durability in the review.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that the self propel feature can be faster than expected.
3. The reviewer's opinion on the engine_power is NOT MENTIONED",POSITIVE,The reviewer mentions that the self propel feature can be faster than expected.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the self propel feature can be faster than expected.
3. The reviewer's opinion on maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the self propel feature can be faster than expected.,POSITIVE
Great mower: Self propelled makes mowing easy[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled feature makes mowing easy.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the self-propelled feature makes mowing easy.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the self-propelled feature makes mowing easy.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the self-propelled feature makes mowing easy.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled feature makes mowing easy.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer mentions that the self-propelled feature makes mowing easy.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled feature makes mowing easy.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer mentions that the self-propelled feature makes mowing easy.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled feature makes mowing easy.
3. The reviewer's opinion on maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the self-propelled feature makes mowing easy.,POSITIVE
Not so great.: The bag doesn't fit tight[Rating - 3/5],3,"1. The overall review is NEGATIVE
2. The reviewer does not mention cutting_performance specifically.
3. The sentiment on cutting_performance is NOT MENTIONED.",NEGATIVE,The reviewer does not mention cutting_performance specifically.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the bag doesn't fit tight.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the bag doesn't fit tight.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the bag doesn't fit tight.
3. The reviewer's opinion on durability is NEGATIVE",NEGATIVE,The reviewer mentions that the bag doesn't fit tight.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about engine_power
3. Sentiment on engine_power is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about engine_power,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the bag doesn't fit tight.
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the bag doesn't fit tight.,NOT MENTIONED
Starts first pull everytime: Excellent mower self propel is great[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower starts first pull every time and that the self propel feature is great.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower starts first pull every time and that the self propel feature is great.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower starts first pull every time and that the self-propel feature is great.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the mower starts first pull every time and that the self-propel feature is great.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower starts first pull every time and that the self propel feature is great.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the mower starts first pull every time and that the self propel feature is great.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower starts first pull every time and that the self propel feature is great.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the mower starts first pull every time and that the self propel feature is great.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propel feature of the mower is great.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the self-propel feature of the mower is great.,POSITIVE
Amazing new lawnmower: [This review was collected as part of a promotion.] New lawnmower is a workhorse. Worth every penny !![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the new lawnmower is a workhorse.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the new lawnmower is a workhorse.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the new lawnmower is a workhorse.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the new lawnmower is a workhorse.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the new lawnmower is a workhorse.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the new lawnmower is a workhorse.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the new lawnmower is a workhorse.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the new lawnmower is a workhorse.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
Great mower: [This review was collected as part of a promotion.] Great mower and it definitely starts on the first pull[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is great and starts on the first pull.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower is great and starts on the first pull.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower definitely starts on the first pull.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the mower definitely starts on the first pull.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower is great and starts on the first pull.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the mower is great and starts on the first pull.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower definitely starts on the first pull.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the mower definitely starts on the first pull.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
Self propel going up slopes: [This review was collected as part of a promotion.] Does not pull up slopes well. Other than that a good mower[Rating - 4/5],4,"1. The overall review is NEUTRAL
2. The reviewer mentions that the mower does not pull up slopes well.
3. The reviewer's opinion on the cutting_performance is NEGATIVE",NEUTRAL,The reviewer mentions that the mower does not pull up slopes well.,NEGATIVE,"1. The overall review is NEUTRAL.
2. The reviewer mentions that the lawn mower does not pull up slopes well.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEUTRAL,The reviewer mentions that the lawn mower does not pull up slopes well.,NEGATIVE,"1. The overall review is NEUTRAL.
2. The reviewer mentions that the lawn mower does not pull up slopes well.
3. The reviewer's opinion on durability is NOT MENTIONED.",NEUTRAL,The reviewer mentions that the lawn mower does not pull up slopes well.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that the mower does not pull up slopes well.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEUTRAL,The reviewer mentions that the mower does not pull up slopes well.,NEGATIVE,"1. The overall review is NEUTRAL.
2. The reviewer talks about the self propel feature not working well when going up slopes.
3. The reviewer's opinion on maneuverability is NEGATIVE.",NEUTRAL,The reviewer talks about the self propel feature not working well when going up slopes.,NEGATIVE
