review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
Very large cooking surface: product is a great alternative to a traditional grill[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking surface is very large.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the cooking surface is very large.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the product has a very large cooking surface and is a great alternative to a traditional grill.
3. The reviewer does not mention anything specific about the portability of the product, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the product has a very large cooking surface and is a great alternative to a traditional grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the product has a very large cooking surface and is a great alternative to a traditional grill.
3. The reviewer does not specifically mention the heat_control aspect of the product.",,The reviewer mentions that the product has a very large cooking surface and is a great alternative to a traditional grill.,,"1. The overall review is POSITIVE
2. The reviewer mentions the large cooking surface and how the product is a great alternative to a traditional grill.
3. The reviewer does not specifically mention durability, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions the large cooking surface and how the product is a great alternative to a traditional grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the product has a very large cooking surface and is a great alternative to a traditional grill.
3. The reviewer does not mention anything about the accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the product has a very large cooking surface and is a great alternative to a traditional grill.,NOT MENTIONED
"Culinary 4- Burner Skillet: Culinary four burner works amazing for size, highly recommended[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the Culinary 4-Burner Skillet works amazing for size.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the Culinary 4-Burner Skillet works amazing for size.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the Culinary 4-Burner Skillet works amazing for size.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the Culinary 4-Burner Skillet works amazing for size.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Culinary 4-Burner Skillet works amazing for its size.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions that the Culinary 4-Burner Skillet works amazing for its size.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not mention any accessories in the review.
3. The reviewer does not provide an opinion on the accessories as they are not mentioned in the review.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
1st time Blackstone owner: I love being able to cook so many things at the same time![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they love being able to cook so many things at the same time.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they love being able to cook so many things at the same time.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they love being able to cook so many things at the same time.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that they love being able to cook so many things at the same time.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they are a first-time Blackstone owner and love being able to cook so many things at the same time.
3. The reviewer does not specifically mention durability, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that they are a first-time Blackstone owner and love being able to cook so many things at the same time.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they love being able to cook so many things at the same time.
3. The reviewer's opinion on the accessories is NOT MENTIONED",POSITIVE,The reviewer mentions that they love being able to cook so many things at the same time.,NOT MENTIONED
Blackstone Flattop Grill: this grill is AWESOME.  Easy to assemble and cooks great.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone Flattop Grill has a cooking surface that is easy to assemble and cooks great.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the Blackstone Flattop Grill has a cooking surface that is easy to assemble and cooks great.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill cooks great.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the grill cooks great.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is easy to assemble and cooks great.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer mentions that the grill is easy to assemble and cooks great.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Def get 36”. 4 burners MUCH better than 2: Love it. Easy to put together and easy to turn out delicious breakfasts and dinners![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the 36"" cooking surface with 4 burners is much better than a 2 burner option.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer mentions that the 36"" cooking surface with 4 burners is much better than a 2 burner option.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to put together.
3. Sentiment on portability is POSITIVE",POSITIVE,The reviewer mentions that the griddle is easy to put together.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the 4 burners are much better than 2.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the 4 burners are much better than 2.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to put together and easy to turn out delicious breakfasts and dinners.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle is easy to put together and easy to turn out delicious breakfasts and dinners.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that getting the 36"" griddle with 4 burners is much better than getting one with 2 burners.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions that getting the 36"" griddle with 4 burners is much better than getting one with 2 burners.",NOT MENTIONED
Nice Grill: Ease to put together and large cooking area[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill has a large cooking area.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the grill has a large cooking area.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention the heat_control aspect in the review.
3. Sentiment on heat_control is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the heat_control aspect in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is easy to put together and has a large cooking area.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the grill is easy to put together and has a large cooking area.,NOT MENTIONED
Awesome Grill: Amazing grill. So simple to cook multiple items for a large family.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is amazing and simple to cook multiple items for a large family.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the grill is amazing and simple to cook multiple items for a large family.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is ""So simple to cook multiple items for a large family.""
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the grill is ""So simple to cook multiple items for a large family.""",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is simple to cook multiple items for a large family.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer mentions that the grill is simple to cook multiple items for a large family.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention any accessories in the review.,NOT MENTIONED
Cooktop is very heavy during assembly .: Large cooking area  Great for cooking vegetables  and fried rice[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooktop has a large cooking area.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooktop has a large cooking area.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the cooktop is very heavy during assembly.
3. The reviewer's opinion on portability is NEGATIVE.",POSITIVE,The reviewer mentions that the cooktop is very heavy during assembly.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect of the cooktop.
3. The sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect of the cooktop.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooktop is very heavy during assembly, which could indicate that it is sturdy and well-constructed.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the cooktop is very heavy during assembly, which could indicate that it is sturdy and well-constructed.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Not mentioned",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Cook more outside!: I like how easy  the Blackstone griddle is to use.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they like how easy the Blackstone griddle is to use.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they like how easy the Blackstone griddle is to use.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they like how easy the Blackstone griddle is to use.
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,The reviewer mentions that they like how easy the Blackstone griddle is to use.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they like how easy the Blackstone griddle is to use.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer mentions that they like how easy the Blackstone griddle is to use.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they like how easy the Blackstone griddle is to use.
3. The reviewer does not specifically mention durability, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they like how easy the Blackstone griddle is to use.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention any accessories in the review.
3. The reviewer does not mention any opinion on the accessories.",POSITIVE,The reviewer does not specifically mention any accessories in the review.,NOT MENTIONED
Works well: Great once you get the hang of it.  Converted to natural gas with ease as well.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the product works well and that it was easy to convert to natural gas.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the product works well and that it was easy to convert to natural gas.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle was converted to natural gas with ease.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle was converted to natural gas with ease.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle works well and that it was easy to convert to natural gas.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the griddle works well and that it was easy to convert to natural gas.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle works well and converted to natural gas with ease.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle works well and converted to natural gas with ease.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle works well and that it was easy to convert to natural gas.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle works well and that it was easy to convert to natural gas.,NOT MENTIONED
Nice grill: I love the grill.. but we have to assemble our selfs because the firs one it was all messed up[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the grill.
3. The reviewer does not mention anything specific about the cooking_surface, so the sentiment on cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that they love the grill.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they had to assemble the grill themselves.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they had to assemble the grill themselves.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the grill but had to assemble it themselves because the first one was messed up.
3. The reviewer does not mention anything specific about the heat_control, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that they love the grill but had to assemble it themselves because the first one was messed up.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they had to assemble the grill themselves because the first one was all messed up.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they had to assemble the grill themselves because the first one was all messed up.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they had to assemble the grill themselves because the first one was messed up.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they had to assemble the grill themselves because the first one was messed up.,NOT MENTIONED
The blackstone is extremely versatile.: We use the Blackstone daily. It has saved our house from cooking food odor.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they use the Blackstone daily and it has saved their house from cooking food odor.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they use the Blackstone daily and it has saved their house from cooking food odor.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they use the Blackstone daily, indicating that they are able to move and transport it easily.
3. Sentiment on portability is POSITIVE",POSITIVE,"The reviewer mentions that they use the Blackstone daily, indicating that they are able to move and transport it easily.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they use the Blackstone daily and it has saved their house from cooking food odor.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer mentions that they use the Blackstone daily and it has saved their house from cooking food odor.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they use the Blackstone daily and it has saved their house from cooking food odor.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that they use the Blackstone daily and it has saved their house from cooking food odor.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they use the Blackstone daily and it has saved their house from cooking food odor.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they use the Blackstone daily and it has saved their house from cooking food odor.,NOT MENTIONED
"Best Grill we ever own!!!: The convenience of cooking everything on a grill! The Lowes model comes with the hood ,when others don't for the same price.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the convenience of cooking everything on a grill and specifically mentions the hood that comes with the Lowes model.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer talks about the convenience of cooking everything on a grill and specifically mentions the hood that comes with the Lowes model.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions the convenience of cooking everything on a grill and specifically highlights the hood that comes with the Lowes model.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions the convenience of cooking everything on a grill and specifically highlights the hood that comes with the Lowes model.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the Lowes model comes with a hood, which others don't offer for the same price.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,"The reviewer mentions that the Lowes model comes with a hood, which others don't offer for the same price.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the convenience of cooking everything on the grill and specifically highlights the hood that comes with the Lowes model.
3. Sentiment on durability is POSITIVE",POSITIVE,The reviewer mentions the convenience of cooking everything on the grill and specifically highlights the hood that comes with the Lowes model.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Lowes model comes with a hood, which others don't offer for the same price.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,"The reviewer mentions that the Lowes model comes with a hood, which others don't offer for the same price.",POSITIVE
This is a well built professional cook top: Like the attention to detail in the product and ease of assembly[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cook top is well built and professional.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the cook top is well built and professional.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the ease of assembly but does not specifically mention portability.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer mentions the ease of assembly but does not specifically mention portability.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the ease of assembly and attention to detail in the product.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions the ease of assembly and attention to detail in the product.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the attention to detail in the product and ease of assembly.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions the attention to detail in the product and ease of assembly.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions liking the attention to detail in the product and ease of assembly.
3. The reviewer's opinion on the accessories is NOT MENTIONED",POSITIVE,The reviewer mentions liking the attention to detail in the product and ease of assembly.,NOT MENTIONED
300$+skillet: Do I need a large flat top for two people no a skillet is just as good[Rating - 3/5],3,"1. The overall review is NEUTRAL
2. The reviewer mentions that they do not need a large flat top for two people and that a skillet is just as good.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they do not need a large flat top for two people and that a skillet is just as good.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions comparing a large flat top to a skillet for two people.
3. The reviewer's opinion on portability is NOT MENTIONED.",NEUTRAL,The reviewer mentions comparing a large flat top to a skillet for two people.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer does not specifically mention the heat_control aspect in the review.
3. The sentiment on heat_control is NOT MENTIONED",NEUTRAL,The reviewer does not specifically mention the heat_control aspect in the review.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions comparing a large flat top to a skillet for two people.
3. The reviewer does not mention anything specific about the durability of the skillet, so the sentiment on durability is NOT MENTIONED.",NEUTRAL,The reviewer mentions comparing a large flat top to a skillet for two people.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they do not need a large flat top for two people and that a skillet is just as good.
3. The reviewer does not mention anything about accessories, so the sentiment on accessories is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they do not need a large flat top for two people and that a skillet is just as good.,NOT MENTIONED
Cooks well but the lid seems poorly made: Love everything except the lid became oblong in the first use. As if not made for high temperature[Rating - 4/5],4,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product cooks well but the lid seems poorly made.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the product cooks well but the lid seems poorly made.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the lid became oblong in the first use, indicating a potential issue with the quality of the lid.
3. The reviewer's opinion on the portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the lid became oblong in the first use, indicating a potential issue with the quality of the lid.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lid became oblong in the first use, indicating a potential issue with the heat_control.
3. The reviewer's opinion on the heat_control is NEGATIVE.",NEGATIVE,"The reviewer mentions that the lid became oblong in the first use, indicating a potential issue with the heat_control.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lid became oblong in the first use, indicating a potential issue with durability.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the lid became oblong in the first use, indicating a potential issue with durability.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer talks about the lid being poorly made
3. Sentiment on accessories is NEGATIVE",NEGATIVE,The reviewer talks about the lid being poorly made,NEGATIVE
Great flat grill: Husband loves the flat grill! Especially loves the prep tables on each side.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about the flat grill and specifically mentions the prep tables on each side.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer talks about the flat grill and specifically mentions the prep tables on each side.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the husband loves the flat grill and especially loves the prep tables on each side.
3. The reviewer does not specifically mention the heat_control aspect, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that the husband loves the flat grill and especially loves the prep tables on each side.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the husband loves the flat grill and especially loves the prep tables on each side.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer mentions that the husband loves the flat grill and especially loves the prep tables on each side.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer talks about the prep tables on each side of the flat grill.
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer talks about the prep tables on each side of the flat grill.,POSITIVE
"Just buy it: Easy to assemble and use! Perfect addition to our patio, we love cooking on this thing![Rating - 5/5]",5,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love cooking on the grill.
3. Sentiment on cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that they love cooking on the grill.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to assemble and use, indicating that it is likely portable.
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,"The reviewer mentions that the griddle is easy to assemble and use, indicating that it is likely portable.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is easy to assemble and use, and they love cooking on it.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,"The reviewer mentions that the griddle is easy to assemble and use, and they love cooking on it.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to assemble and use, and they love cooking on it.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the griddle is easy to assemble and use, and they love cooking on it.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to assemble and use, and is a perfect addition to their patio.
3. The reviewer's opinion on the accessories is NOT MENTIONED",POSITIVE,"The reviewer mentions that the griddle is easy to assemble and use, and is a perfect addition to their patio.",NOT MENTIONED
Grilling made easy!: I love this grill! All my friends have one and now I know why![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the grill and now understand why all their friends have one.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they love the grill and now understand why all their friends have one.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that all their friends have this grill.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer mentions that all their friends have this grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that grilling is made easy with this grill.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that grilling is made easy with this grill.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that all their friends have the grill, indicating that it is popular among their social circle.
3. The reviewer's opinion on durability is POSITIVE, as they express love for the grill and understand why their friends have one.",POSITIVE,"The reviewer mentions that all their friends have the grill, indicating that it is popular among their social circle.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that all their friends have the grill, implying that the accessories included in the bundle are popular among users.
3. Sentiment on accessories is POSITIVE",POSITIVE,"The reviewer mentions that all their friends have the grill, implying that the accessories included in the bundle are popular among users.",POSITIVE
"Just get you one if these: Propane Tank Hang's crooked that's my only grip, upper bracket needs to be a inch longer[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the upper bracket of the propane tank hang needs to be an inch longer.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that the upper bracket of the propane tank hang needs to be an inch longer.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the upper bracket needs to be an inch longer, which could potentially affect the portability of the product.
3. The reviewer's opinion on the portability is NEGATIVE.",POSITIVE,"The reviewer mentions that the upper bracket needs to be an inch longer, which could potentially affect the portability of the product.",NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the upper bracket needs to be a inch longer, which could potentially affect the heat_control aspect of the product.
3. The reviewer does not specifically mention their opinion on the heat_control aspect, so it is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the upper bracket needs to be a inch longer, which could potentially affect the heat_control aspect of the product.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the upper bracket needs to be an inch longer, indicating a concern about the durability of that specific aspect.
3. The reviewer's opinion on the durability is NEUTRAL, as they do not specifically mention any issues with the overall durability of the product.",POSITIVE,"The reviewer mentions that the upper bracket needs to be an inch longer, indicating a concern about the durability of that specific aspect.",NEUTRAL,"1. The overall review is POSITIVE.
2. The reviewer mentions that the upper bracket needs to be a inch longer.
3. The reviewer's opinion on the accessories is NEGATIVE.",POSITIVE,The reviewer mentions that the upper bracket needs to be a inch longer.,NEGATIVE
Check box for all parts: Package was missing pieces that I had to travel back to Lowe’s for them to cannibalizes parts off a demo product to complete assembly.[Rating - 3/5],3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the package was missing pieces and they had to travel back to Lowe's for them to cannibalize parts off a demo product to complete assembly.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the package was missing pieces and they had to travel back to Lowe's for them to cannibalize parts off a demo product to complete assembly.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions having to travel back to Lowe's to get missing pieces and cannibalizing parts off a demo product for assembly.
3. The reviewer's opinion on portability is NOT MENTIONED.",NEGATIVE,The reviewer mentions having to travel back to Lowe's to get missing pieces and cannibalizing parts off a demo product for assembly.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they had to travel back to Lowe's for missing pieces and that parts had to be cannibalized off a demo product to complete assembly.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they had to travel back to Lowe's for missing pieces and that parts had to be cannibalized off a demo product to complete assembly.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the package was missing pieces and they had to travel back to Lowe's for parts to complete assembly.
3. The reviewer's opinion on durability is NEGATIVE, as they had to cannibalize parts from a demo product to complete assembly, indicating potential issues with the sturdiness and longevity of the griddle.",NEGATIVE,The reviewer mentions that the package was missing pieces and they had to travel back to Lowe's for parts to complete assembly.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the package was missing pieces that they had to travel back to Lowe's for.
3. The reviewer's opinion on the accessories is NEGATIVE.",NEGATIVE,The reviewer mentions that the package was missing pieces that they had to travel back to Lowe's for.,NEGATIVE
