review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
"Just buy it: This is a pretty good pellet grill. Simple assembly with easily understood instructions. It does a good job maintaining temperature, though for colder climates I would recommend the thermal blanket that Pit Boss sells.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the pellet grill has a good cooking surface.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the pellet grill has a good cooking surface.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the pellet grill does a good job maintaining temperature.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the pellet grill does a good job maintaining temperature.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the pellet grill is pretty good and has simple assembly with easily understood instructions.
3. The reviewer does not specifically mention the durability of the grill, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the pellet grill is pretty good and has simple assembly with easily understood instructions.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions the thermal blanket that Pit Boss sells as an accessory that they would recommend for colder climates.
3. Sentiment on accessories is POSITIVE.",POSITIVE,The reviewer mentions the thermal blanket that Pit Boss sells as an accessory that they would recommend for colder climates.,POSITIVE
Nice product but damaged: Delivered product was slightly warped so that lid did not close completely.  There was also a large dent in the side of the pellet box where it was apparently dropped during transport.  Otherwise seems like it would be a nice product.[Rating - 3/5],3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lid did not close completely due to the product being slightly warped and there was a large dent in the side of the pellet box.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they mention issues with the product being warped and dented.",NEGATIVE,The reviewer mentions that the lid did not close completely due to the product being slightly warped and there was a large dent in the side of the pellet box.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the product was slightly warped and had a large dent in the side due to transport.
3. The reviewer's opinion on portability is NEGATIVE as the product was damaged during transport.",NEGATIVE,The reviewer mentions that the product was slightly warped and had a large dent in the side due to transport.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer talks about the product being slightly warped and having a large dent, indicating issues with the durability.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer talks about the product being slightly warped and having a large dent, indicating issues with the durability.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, there is no sentiment assigned to the accessories.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Amazing !!!: I was on the fence about buying a pellet grill but had a buddy that showed me this one and recommended it. So I got it and it does not disappoint. I literally use it 2-3 times a week. Great quality and price.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the pellet grill has a cooking surface.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the pellet grill has a cooking surface.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the pellet grill has great quality and price.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the pellet grill has great quality and price.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the quality and price of the pellet grill.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions the quality and price of the pellet grill.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention any accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention any accessories in the review.,NOT MENTIONED
"Great Grill, but slow to reach set temperature: Overall, I  really like this grill. The only thing I dont like about it is the time it takes to reach the set temperature.  I  often cook at 350 degrees and it takes 45 minutes to reach that temperature.[Rating - 4/5]",4,"1. The overall review is POSITIVE.
2. The reviewer mentions the slow time it takes for the grill to reach the set temperature.
3. The sentiment on cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions the slow time it takes for the grill to reach the set temperature.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention anything about portability.
3. Since the reviewer did not mention anything about portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about portability.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is slow to reach the set temperature.
3. The reviewer's opinion on the heat_control is NEGATIVE.",POSITIVE,The reviewer mentions that the grill is slow to reach the set temperature.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Since the reviewer does not mention durability, the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any accessories in the review.
3. The reviewer does not mention any opinion on the accessories.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Check all the accessories on pre-assembled: The only thing i did nit like about this was after having it home after 2 weeks i could not lift up the front shelf on this pre-assembled grill and cannot load it up to take it to the store 25 minutes away. Its really heavy[Rating - 4/5],4,"1. The overall review is NEGATIVE
2. The reviewer mentions that they could not lift up the front shelf on the pre-assembled grill, which may be related to the cooking surface.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that they could not lift up the front shelf on the pre-assembled grill, which may be related to the cooking surface.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that they could not lift up the front shelf on the pre-assembled grill and cannot load it up to take it to the store.
3. The reviewer's opinion on the portability is NEGATIVE.",NEGATIVE,The reviewer mentions that they could not lift up the front shelf on the pre-assembled grill and cannot load it up to take it to the store.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. Since the reviewer does not mention the heat_control aspect, the sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill is really heavy and they were unable to lift up the front shelf to load it into their vehicle.
3. The sentiment on durability is NEGATIVE",NEGATIVE,The reviewer mentions that the grill is really heavy and they were unable to lift up the front shelf to load it into their vehicle.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they could not lift up the front shelf on the pre-assembled grill.
3. The reviewer's opinion on the accessories is NEGATIVE.",NEGATIVE,The reviewer mentions that they could not lift up the front shelf on the pre-assembled grill.,NEGATIVE
"Could be that this particular one had a bad motor: Took it out it out of the box; put it together; followed the Instructions. After the 30 min of initial warm up , got a warning off the app said low pellet error; however there were pellets inside. The motor wasn’t firing at all to start.[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the motor of the product was not working properly.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the motor of the product was not working properly.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that after the initial warm up, they received a warning about a low pellet error, even though there were pellets inside. The motor wasn't firing at all to start.
3. The reviewer's opinion on the heat_control is NEGATIVE as they experienced issues with the motor not firing, which affected the temperature control of the griddle.",NEGATIVE,"The reviewer mentions that after the initial warm up, they received a warning about a low pellet error, even though there were pellets inside. The motor wasn't firing at all to start.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the motor of the griddle was not functioning properly.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the motor of the griddle was not functioning properly.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. The sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Worst Experience Ever: $200 in wasted meat, 20 days waiting on parts to be delivered, and 2 hours install parts and im no closer to a working smoker. Pitboss’ customer service answer is to send me more parts and more hope of it being fixed this time. dont make the mistake I did. Go with a different brand.[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions the cooking_surface in the context of the smoker not working properly despite waiting for parts and attempting to install them.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they are frustrated with the product not working despite their efforts and the parts sent by customer service.",NEGATIVE,The reviewer mentions the cooking_surface in the context of the smoker not working properly despite waiting for parts and attempting to install them.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions waiting 20 days for parts to be delivered and spending 2 hours trying to install them without success.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer mentions waiting 20 days for parts to be delivered and spending 2 hours trying to install them without success.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions waiting 20 days for parts to be delivered and spending 2 hours trying to install them without success, indicating a lack of durability in the product.
3. Sentiment on durability is NEGATIVE.",NEGATIVE,"The reviewer mentions waiting 20 days for parts to be delivered and spending 2 hours trying to install them without success, indicating a lack of durability in the product.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Auger stopped working on day 1: The auger stopped working right after priming it up so it just went to a free burn, no control. Became a gravity fed feeder immediately. The pit boss website is terrible and their customer service line doesn’t even allow you to select a number. Terrible customer experience and low quality product.[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the auger stopped working on day 1, causing the grill to become a gravity fed feeder.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the auger stopped working on day 1, causing the grill to become a gravity fed feeder.",NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the auger stopped working right after priming it up, causing the grill to become a gravity fed feeder with no control.
3. The reviewer's opinion on the heat_control is NEGATIVE as they were unable to control the temperature due to the auger malfunction.",NEGATIVE,"The reviewer mentions that the auger stopped working right after priming it up, causing the grill to become a gravity fed feeder with no control.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the auger stopped working on day 1, indicating a lack of durability.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the auger stopped working on day 1, indicating a lack of durability.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention anything about accessories.
3. Since the reviewer does not mention anything about accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about accessories.,NOT MENTIONED
Terrible grill!: I bought one of these and couldn’t get the temperature high enough.  Also the iPhone app is very buggy and the company has poorly trained support staff.  I took the grill back and the second one also doesn’t heat up!  Set it to 400 degrees and it just got above 350 after an hour!  Stay away from this grill![Rating - 1/5],1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill doesn't heat up properly.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEGATIVE,The reviewer mentions that the grill doesn't heat up properly.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention anything about the portability of the grill.
3. Since the reviewer did not mention anything about the portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about the portability of the grill.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that they couldn't get the temperature high enough on the grill and that it didn't heat up properly.
3. The reviewer's opinion on the heat_control is NEGATIVE",NEGATIVE,The reviewer mentions that they couldn't get the temperature high enough on the grill and that it didn't heat up properly.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill does not heat up properly, even after getting a replacement.
3. The reviewer's opinion on durability is NEGATIVE, as the grill's inability to reach the desired temperature indicates a lack of durability.",NEGATIVE,"The reviewer mentions that the grill does not heat up properly, even after getting a replacement.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Great smoker, terrible app.: The smoker is easy to use.  I love using the smoker, temperature controls are great and easy to use.  If you are getting this so you can use the app I would not bother with it.  The app sucks and does not work well.  I still like the smoker.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer does not mention anything about the cooking_surface.
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,The reviewer does not mention anything about the cooking_surface.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention anything about portability.
3. Since the reviewer did not mention anything about portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about portability.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the temperature controls on the smoker are great and easy to use.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the temperature controls on the smoker are great and easy to use.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Not mentioned",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"This Thing is Awesome: Everything I have cooked on this has turned out awesome. ribs, pizza, salmon, chicken so far, the family has been impressed. the app works decent except the temp doesn't adjust the same as on the unit, I.E. you can so 375 on the unit but only 350 or 400 on the App. Not a deal breaker. Fairly easy to clean.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that everything they have cooked on the product has turned out awesome, including ribs, pizza, salmon, and chicken.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer mentions that everything they have cooked on the product has turned out awesome, including ribs, pizza, salmon, and chicken.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the temperature doesn't adjust the same on the unit as it does on the app.
3. Sentiment on heat_control is NEUTRAL",POSITIVE,The reviewer mentions that the temperature doesn't adjust the same on the unit as it does on the app.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle has been used to cook ribs, pizza, salmon, and chicken, and that the family has been impressed with the results.
3. The reviewer does not specifically mention the durability of the griddle, so the sentiment on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the griddle has been used to cook ribs, pizza, salmon, and chicken, and that the family has been impressed with the results.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Cheap grill: Cheap quality. Lever to open and close flame comes off. Rubber handle for the same lever comes loose. 
Hopper got clogged on the second use with the name brand pellets.
Electronic interface and phone app are terrible. Not user friendly at all.
Not too expensive, but you are definitely not getting a quality product.[Rating - 2/5]",2,"1. The overall review is NEGATIVE

2. The reviewer does not specifically mention the cooking_surface.

3. Since the reviewer does not mention the cooking_surface, the sentiment on cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the cooking_surface.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lever to open and close the flame comes off, indicating issues with temperature control.
3. The reviewer's opinion on the heat_control is NEGATIVE as they experienced issues with the lever and overall temperature control of the grill.",NEGATIVE,"The reviewer mentions that the lever to open and close the flame comes off, indicating issues with temperature control.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lever to open and close the flame comes off, the rubber handle for the lever comes loose, and the hopper got clogged on the second use with name brand pellets.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the lever to open and close the flame comes off, the rubber handle for the lever comes loose, and the hopper got clogged on the second use with name brand pellets.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
I love my pit boss: I like that this pit boss is a grill and smoker. I don't like the temp control. It's a little confusing. I smoked my first brisket. It came out flavorful and moist. I made some awesome steaks with you the flame grill feature. The pellets gave the meat a great flavor.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they made awesome steaks with the flame grill feature and that the pellets gave the meat a great flavor.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they made awesome steaks with the flame grill feature and that the pellets gave the meat a great flavor.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not mention anything about the portability of the pit boss.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about the portability of the pit boss.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they don't like the temp control of the pit boss grill and smoker.
3. The reviewer's opinion on the heat_control is NEGATIVE",POSITIVE,The reviewer mentions that they don't like the temp control of the pit boss grill and smoker.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention any specific accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
"Easy: Love this grill. And I’ve has several. From pre heating, to cooking, is the easiest grill I’ve ever used. Founding the pellets last longer thsn charcoal. So the cost of use is less. And the taste. Its amazing. Looking forward to trying several meals off it. Pit Boss has their own online recipes that range from easy to advanced.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is easy to use, the pellets last longer than charcoal, and the taste of the food cooked on it is amazing.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer mentions that the grill is easy to use, the pellets last longer than charcoal, and the taste of the food cooked on it is amazing.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is easy to use, from preheating to cooking, and that it is the easiest grill they have ever used.
3. The reviewer's opinion on the heat_control is POSITIVE, as they mention that the grill has even heat distribution and consistent cooking results.",POSITIVE,"The reviewer mentions that the grill is easy to use, from preheating to cooking, and that it is the easiest grill they have ever used.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any specific accessories in the review.
3. Sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
"never owned a pellet grill.: This grill is amazing! Ive never owned a grill like this. Its so easy to use and keep clean.
I think if you cooked a flip-flop on this grill it would still taste amazing!
super impressed with the high quality manufacturing process I believe this grill will last for a very long time.
Highly recommended[Rating - 5/5]",5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is easy to use and keep clean.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the grill is easy to use and keep clean.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is easy to use and keep clean.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the grill is easy to use and keep clean.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the high quality manufacturing process and believes the grill will last for a very long time.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions the high quality manufacturing process and believes the grill will last for a very long time.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention any specific accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
"Lovin' it!!: just a little disappointed that the temperature control moves in 25 deg increments, should be 5 ( maybe 10)...like to have better temp. control....do love how consistent the temp. holds...also, love the 20# pellet hopper!! overall, by far, the best grill i have ever had!!! hope it lasts for a long time![Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that they love how consistent the temperature holds and the 20# pellet hopper, but they are a little disappointed that the temperature control moves in 25-degree increments.
3. Sentiment on cooking_surface is NEUTRAL",POSITIVE,"The reviewer mentions that they love how consistent the temperature holds and the 20# pellet hopper, but they are a little disappointed that the temperature control moves in 25-degree increments.",NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the temperature control moves in 25 degree increments and expresses a desire for better temperature control.
3. The reviewer's opinion on the heat_control is NEGATIVE.",POSITIVE,The reviewer mentions that the temperature control moves in 25 degree increments and expresses a desire for better temperature control.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they hope the grill lasts for a long time.
3. Sentiment on durability is POSITIVE",POSITIVE,The reviewer mentions that they hope the grill lasts for a long time.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the 20# pellet hopper as an accessory.
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer mentions the 20# pellet hopper as an accessory.,POSITIVE
awesome!!: This Smoker performed flawlessly time after time. It’s heavy duty construction I’m sure will last many many years and loaded with all the features that come standard on this it is not only an outstanding value but very well-built. Would definitely recommend to anybody in the market for a smoker[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about the heavy-duty construction and features of the smoker, but does not specifically mention the cooking surface.
3. Since the reviewer does not mention the cooking surface, the sentiment on cooking_surface is NOT MENTIONED.",POSITIVE,"The reviewer talks about the heavy-duty construction and features of the smoker, but does not specifically mention the cooking surface.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the smoker performed flawlessly time after time and is loaded with all the features that come standard on it.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the smoker performed flawlessly time after time and is loaded with all the features that come standard on it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the heavy-duty construction of the smoker and mentions that it will last many years.
3. The reviewer's opinion on the durability is POSITIVE",POSITIVE,The reviewer talks about the heavy-duty construction of the smoker and mentions that it will last many years.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the smoker is loaded with all the features that come standard on it.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer mentions that the smoker is loaded with all the features that come standard on it.,POSITIVE
"Love it!: I did a ton of homework on pellet smokers, and Pit Boss won out, simply for overall value. I’ve smoked two pork butts, and two briskets so far, and everyone of them was delicious. Everything works exacty as advertised, can’t ask for more. The Pit Boss Smoke IT app is weak, but that’s not a huge deal to me.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that they have smoked two pork butts and two briskets so far, and all of them were delicious.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer mentions that they have smoked two pork butts and two briskets so far, and all of them were delicious.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that everything works exactly as advertised.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that everything works exactly as advertised.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they did a ton of homework on pellet smokers and chose Pit Boss for overall value. They also mention that everything works exactly as advertised.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that they did a ton of homework on pellet smokers and chose Pit Boss for overall value. They also mention that everything works exactly as advertised.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not mention any accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"great so far: Only had it for a short while, but have used it a few times. So far I love it, there is somethings im not too fond of especially the temp settings being in incriments of 50 would have liked to have see ln 10-20 degrees but as i said overall i love it![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions the temperature settings and increments, but does not specifically mention the cooking surface.
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,"The reviewer mentions the temperature settings and increments, but does not specifically mention the cooking surface.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they have only had the griddle for a short while and have used it a few times.
3. The reviewer does not specifically mention portability in the review, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they have only had the griddle for a short while and have used it a few times.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they are not too fond of the temperature settings being in increments of 50 degrees.
3. The reviewer's opinion on the heat_control is NEGATIVE",POSITIVE,The reviewer mentions that they are not too fond of the temperature settings being in increments of 50 degrees.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the product overall, but they are not too fond of the temperature settings being in increments of 50.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,"The reviewer mentions that they love the product overall, but they are not too fond of the temperature settings being in increments of 50.",NOT MENTIONED
